,Basvuru Yili,Cinsiyet,Dogum Yeri,Ikametgah Sehri,Universite Adi,Universite Turu,Burslu ise Burs Yuzdesi,Burs Aliyor mu?,Universite Kacinci Sinif,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,Lise Sehir,Lise Turu,Lise Mezuniyet Notu,Baska Bir Kurumdan Burs Aliyor mu?,Anne Egitim Durumu,Anne Calisma Durumu,Anne Sektor,Baba Egitim Durumu,Baba Calisma Durumu,Baba Sektor,Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Uye Oldugunuz Kulubun Ismi,Profesyonel Bir Spor Daliyla Mesgul musunuz?,Spor Dalindaki Rolunuz Nedir?,Aktif olarak bir STK üyesi misiniz?,Stk Projesine Katildiniz Mi?,Girisimcilikle Ilgili Deneyiminiz Var Mi?,Girisimcilikle Ilgili Deneyiminizi Aciklayabilir misiniz?,Ingilizce Biliyor musunuz?,Ingilizce Seviyeniz?,yil,Yas
5009,2023,2,26,27.0,52,0,0.0,0,5,1,0.0,27,1,2,0,1.0,0,0,0.0,1,3,0,0,0,0,0,0.0,0,1,0,0.0,2000,24.0
5010,2023,1,22,23.0,46,0,0.0,0,2,3,0.0,23,1,5,1,2.0,0,0,0.0,0,0,1,0,1,1,0,0.0,0,1,1,0.0,2003,21.0
5011,2023,1,70,71.0,147,0,0.0,0,1,3,0.0,71,1,2,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,2002,22.0
5012,2023,1,33,34.0,22,0,0.0,0,3,2,0.0,28,1,2,0,0.0,0,0,4.0,1,3,0,0,0,0,0,0.0,0,1,1,0.0,2004,20.0
5013,2023,2,14,52.0,61,0,0.0,0,3,1,0.0,37,1,5,0,4.0,0,0,4.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,2002,22.0
5014,2023,2,36,37.0,44,0,0.0,0,4,3,0.0,37,1,5,1,4.0,0,0,4.0,1,1,1,0,0,0,1,0.0,0,1,1,0.0,2002,22.0
5015,2023,1,9,78.0,151,0,0.0,0,2,2,0.0,79,1,5,1,0.0,1,3,4.0,0,0,1,0,1,2,0,0.0,0,1,1,0.0,2002,22.0
5016,2023,1,77,78.0,43,0,0.0,0,3,1,0.0,78,1,5,1,0.0,0,0,2.0,1,3,1,0,1,3,0,0.0,1,1,1,0.0,2001,23.0
5017,2023,1,8,8.0,78,0,0.0,0,2,2,0.0,8,1,5,1,1.0,0,0,1.0,0,0,1,0,0,0,1,0.0,0,1,1,0.0,2003,21.0
5018,2023,1,43,61.0,151,0,0.0,0,1,0,0.0,61,1,5,1,4.0,0,0,4.0,1,1,1,0,0,0,0,0.0,0,1,0,0.0,2004,20.0
5019,2023,1,2,78.0,183,0,0.0,0,4,2,0.0,2,1,5,1,2.0,0,0,1.0,1,2,0,0,0,0,1,0.0,0,1,1,0.0,2000,24.0
5020,2023,2,77,78.0,159,1,0.0,1,3,3,0.0,78,5,5,0,4.0,1,2,4.0,0,0,1,0,0,0,1,0.0,1,1,1,0.0,2001,23.0
5021,2023,2,66,78.0,183,0,0.0,0,0,0,0.0,78,1,5,1,1.0,1,3,0.0,1,3,1,0,1,3,0,0.0,1,1,1,0.0,2002,22.0
5022,2023,2,77,78.0,27,1,0.0,1,4,3,0.0,78,1,2,1,0.0,1,2,4.0,0,0,1,0,0,0,1,0.0,0,1,1,0.0,1999,25.0
5023,2023,2,30,31.0,64,0,0.0,0,4,2,0.0,31,1,5,0,4.0,0,0,4.0,1,3,0,0,1,3,1,0.0,0,1,1,0.0,2002,22.0
5024,2023,1,33,53.0,105,0,0.0,0,1,0,0.0,34,1,5,0,1.0,0,0,0.0,0,0,0,0,1,1,0,0.0,0,1,1,0.0,2002,22.0
5025,2023,1,13,13.0,31,0,0.0,0,2,2,0.0,13,1,2,0,0.0,0,0,0.0,0,0,1,0,0,0,1,0.0,1,1,1,0.0,2002,22.0
5026,2023,2,22,23.0,108,0,0.0,0,2,3,0.0,23,5,5,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0.0,0,1,0,0.0,2001,23.0
5027,2023,1,36,79.0,149,1,0.0,1,3,1,0.0,54,1,5,0,4.0,0,0,4.0,0,0,0,0,1,3,0,0.0,0,1,1,0.0,2000,24.0
5028,2023,1,44,54.0,109,0,0.0,0,4,3,0.0,45,1,5,1,1.0,0,0,0.0,1,2,1,0,0,0,1,0.0,0,1,1,0.0,1999,25.0
5029,2023,2,53,78.0,77,1,0.0,1,5,3,0.0,79,5,5,0,4.0,0,0,4.0,1,1,0,0,0,0,1,0.0,0,1,1,0.0,2001,23.0
5030,2023,1,27,28.0,22,0,0.0,0,2,3,0.0,28,1,5,1,0.0,0,0,1.0,0,0,0,0,0,0,0,0.0,0,1,1,0.0,2004,20.0
5031,2023,2,65,66.0,93,0,0.0,0,4,2,0.0,66,1,5,1,0.0,0,0,0.0,0,0,0,0,0,0,1,0.0,0,1,1,0.0,2001,23.0
5032,2023,1,77,5.0,60,0,0.0,0,5,2,0.0,45,1,5,0,0.0,0,0,4.0,1,1,0,0,1,3,1,0.0,0,1,1,0.0,2000,24.0
5033,2023,2,60,61.0,44,0,0.0,0,3,1,0.0,61,1,5,1,1.0,0,0,4.0,0,0,0,0,0,0,0,0.0,0,1,1,0.0,2002,22.0
5034,2023,2,27,28.0,26,0,0.0,0,3,2,0.0,28,1,5,0,0.0,0,0,2.0,1,3,1,0,0,0,1,0.0,0,1,1,0.0,2002,22.0
5035,2023,1,20,21.0,148,0,0.0,0,2,2,0.0,21,1,5,0,2.0,0,0,2.0,1,3,1,0,0,0,0,0.0,0,1,1,0.0,2004,20.0
5036,2023,2,22,23.0,108,0,0.0,0,1,1,0.0,23,1,2,0,1.0,0,0,0.0,1,1,0,0,0,0,0,0.0,0,1,0,0.0,2001,23.0
5037,2023,2,13,13.0,39,0,0.0,0,2,2,0.0,13,1,2,0,0.0,0,0,1.0,0,0,1,0,0,0,1,0.0,0,1,1,0.0,2002,22.0
5038,2023,1,0,78.0,183,0,0.0,0,3,3,0.0,0,1,5,1,2.0,0,0,2.0,1,3,1,0,0,0,1,0.0,1,1,1,0.0,2002,22.0
5039,2023,1,54,5.0,18,0,0.0,0,4,3,0.0,51,1,5,0,0.0,0,0,0.0,1,2,1,0,1,3,1,0.0,0,1,1,0.0,2001,23.0
5040,2023,2,43,78.0,167,1,0.0,1,2,2,0.0,44,1,5,0,0.0,0,0,0.0,1,3,1,0,0,0,1,0.0,0,1,1,0.0,2002,22.0
5041,2023,2,77,78.0,184,1,0.0,1,4,3,0.0,78,1,5,1,2.0,1,2,2.0,1,2,1,0,0,0,0,0.0,0,1,1,0.0,2000,24.0
5042,2023,2,12,12.0,129,0,0.0,0,2,2,0.0,12,1,5,0,1.0,1,2,1.0,1,2,1,0,0,0,0,0.0,0,1,0,0.0,2001,23.0
5043,2023,2,6,6.0,60,0,0.0,0,4,2,0.0,6,1,5,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0.0,1,1,1,0.0,1999,25.0
5044,2023,1,77,9.0,50,0,0.0,0,1,0,0.0,9,1,5,0,0.0,0,0,4.0,0,0,0,0,1,2,0,0.0,0,1,1,0.0,2003,21.0
5045,2023,1,77,5.0,161,1,0.0,1,2,2,0.0,78,1,5,0,5.0,1,2,0.0,1,2,1,0,1,2,0,0.0,0,1,1,0.0,2003,21.0
5046,2023,1,60,24.0,49,0,0.0,0,3,3,0.0,24,5,2,0,2.0,0,0,0.0,1,2,0,0,1,4,0,0.0,0,1,1,0.0,2000,24.0
5047,2023,2,77,78.0,188,0,0.0,0,4,2,0.0,78,1,5,0,1.0,0,0,0.0,1,2,0,0,0,0,1,0.0,1,1,1,0.0,1999,25.0
5048,2023,1,22,23.0,153,0,0.0,0,1,3,0.0,23,1,5,0,1.0,0,0,4.0,1,1,0,0,1,2,1,0.0,1,1,1,0.0,2001,23.0
5049,2023,1,33,78.0,123,1,0.0,1,4,1,0.0,34,5,5,0,0.0,0,0,0.0,1,2,1,0,1,3,1,0.0,0,1,1,0.0,2000,24.0
5050,2023,2,36,37.0,60,0,0.0,0,3,2,0.0,37,1,5,0,1.0,0,0,0.0,0,0,0,0,0,0,1,0.0,0,1,1,0.0,2001,23.0
5051,2023,1,14,43.0,87,0,0.0,0,2,3,0.0,43,1,5,0,2.0,0,0,2.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,1999,25.0
5052,2023,2,12,11.0,28,0,0.0,0,3,2,0.0,12,1,5,0,2.0,1,2,2.0,0,0,0,0,0,0,0,0.0,0,1,1,0.0,2002,22.0
5053,2023,1,2,2.0,4,0,0.0,0,1,2,0.0,29,1,5,0,1.0,0,0,0.0,1,1,0,0,0,0,0,0.0,0,1,0,0.0,2003,21.0
5054,2023,1,27,5.0,96,0,0.0,0,2,3,0.0,5,1,5,1,1.0,0,0,2.0,1,2,1,0,1,3,1,0.0,1,1,1,0.0,2003,21.0
5055,2023,2,52,53.0,86,0,0.0,0,3,3,0.0,53,1,5,0,1.0,0,0,1.0,0,0,0,0,1,1,1,0.0,1,1,0,0.0,2000,24.0
5056,2023,1,77,78.0,183,0,0.0,0,4,1,0.0,78,1,5,0,1.0,0,0,0.0,1,2,1,0,1,3,1,0.0,1,1,1,0.0,2000,24.0
5057,2023,1,77,78.0,56,1,0.0,1,4,1,0.0,78,5,5,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,1,0.0,1999,25.0
5058,2023,2,77,78.0,126,0,0.0,0,3,1,0.0,78,5,2,0,1.0,0,0,2.0,1,3,1,0,0,0,0,0.0,0,1,1,0.0,2002,22.0
5059,2023,2,27,5.0,161,1,0.0,1,2,3,0.0,28,5,5,0,0.0,1,1,0.0,1,2,1,0,1,3,1,0.0,1,1,1,0.0,2004,20.0
5060,2023,2,10,10.0,153,0,0.0,0,1,3,0.0,10,1,5,1,0.0,0,0,1.0,0,0,1,0,0,0,1,0.0,1,1,0,0.0,2004,20.0
5061,2023,1,49,78.0,107,0,0.0,0,2,3,0.0,50,1,5,0,4.0,0,0,4.0,0,0,1,0,1,4,1,0.0,1,1,1,0.0,2003,21.0
5062,2023,1,27,79.0,102,0,0.0,0,2,3,0.0,79,1,5,0,4.0,1,1,0.0,1,1,1,0,0,0,1,0.0,0,1,1,0.0,2003,21.0
5063,2023,1,45,46.0,146,0,0.0,0,2,2,0.0,46,1,5,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,2003,21.0
5064,2023,2,22,78.0,125,0,0.0,0,3,3,0.0,78,1,2,0,0.0,0,0,1.0,1,2,0,0,0,0,1,0.0,0,1,0,0.0,1999,25.0
5065,2023,2,78,11.0,29,0,0.0,0,2,3,0.0,11,1,5,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0.0,0,1,1,0.0,2004,20.0
5066,2023,1,27,78.0,104,0,0.0,0,4,2,0.0,73,1,5,0,4.0,1,1,5.0,1,2,1,0,1,3,1,0.0,1,1,1,0.0,2000,24.0
5067,2023,2,52,53.0,18,0,0.0,0,2,3,0.0,53,5,5,1,1.0,0,0,0.0,0,0,1,0,1,3,1,0.0,1,1,1,0.0,2004,20.0
5068,2023,2,77,78.0,54,0,0.0,0,4,3,0.0,78,1,5,1,1.0,0,0,0.0,1,2,0,0,0,0,0,0.0,0,1,1,0.0,2000,24.0
5069,2023,2,43,78.0,104,0,0.0,0,4,3,0.0,44,1,5,0,2.0,1,2,0.0,1,2,0,0,0,0,1,0.0,1,1,1,0.0,2000,24.0
5070,2023,2,0,0.0,47,0,0.0,0,4,3,0.0,0,1,5,1,1.0,0,0,2.0,0,0,0,0,1,2,1,0.0,1,1,1,0.0,2001,23.0
5071,2023,2,1,6.0,6,0,0.0,0,3,3,0.0,1,1,5,0,1.0,0,0,4.0,1,1,0,0,0,0,1,0.0,0,1,1,0.0,2002,22.0
5072,2023,1,26,78.0,167,1,0.0,1,3,3,0.0,34,1,5,0,0.0,0,0,4.0,1,2,1,0,0,0,0,0.0,1,1,1,0.0,2001,23.0
5073,2023,1,40,78.0,175,1,0.0,1,4,2,0.0,78,5,5,0,0.0,0,0,0.0,0,0,1,0,1,3,1,0.0,1,1,1,0.0,2001,23.0
5074,2023,2,9,78.0,59,0,0.0,0,4,3,0.0,78,1,5,0,4.0,0,0,4.0,1,2,0,0,0,0,1,0.0,0,1,1,0.0,2001,23.0
5075,2023,1,49,78.0,104,0,0.0,0,3,2,0.0,50,1,2,1,1.0,0,0,2.0,0,0,1,0,0,0,0,0.0,0,1,1,0.0,1999,25.0
5076,2023,1,70,40.0,78,0,0.0,0,2,1,0.0,71,1,5,1,1.0,0,0,1.0,1,3,1,0,1,3,1,0.0,1,1,0,0.0,2003,21.0
5077,2023,1,36,5.0,8,0,0.0,0,3,2,0.0,37,1,5,0,0.0,1,1,4.0,0,0,0,0,1,2,1,0.0,0,1,1,0.0,1999,25.0
5078,2023,2,77,78.0,169,1,0.0,1,3,3,0.0,78,1,5,1,4.0,1,1,4.0,0,0,0,0,0,0,0,0.0,1,1,1,0.0,2002,22.0
5079,2023,1,14,30.0,61,0,0.0,0,3,1,0.0,14,1,5,0,4.0,0,0,4.0,1,2,1,0,1,3,0,0.0,0,1,1,0.0,2002,22.0
5080,2023,1,20,68.0,83,0,0.0,0,2,3,0.0,21,1,5,0,1.0,0,0,0.0,1,3,0,0,0,0,0,0.0,0,1,1,0.0,2002,22.0
5081,2023,2,20,78.0,187,0,0.0,0,3,1,0.0,21,5,5,0,4.0,1,1,0.0,0,3,1,0,0,0,1,0.0,0,1,1,0.0,2000,24.0
5082,2023,1,77,78.0,183,0,0.0,0,3,2,0.0,78,5,5,0,4.0,0,0,4.0,1,2,0,0,1,2,1,0.0,0,1,1,0.0,2001,23.0
5083,2023,2,0,0.0,163,0,0.0,0,3,2,0.0,0,1,5,1,0.0,0,0,1.0,1,2,1,0,0,0,0,0.0,0,1,1,0.0,2002,22.0
5084,2023,2,45,11.0,95,0,0.0,0,2,2,0.0,51,1,5,0,2.0,1,2,4.0,0,0,0,0,0,0,0,0.0,1,1,1,0.0,2003,21.0
5085,2023,2,17,18.0,110,0,0.0,0,1,1,0.0,18,1,2,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,1,0.0,2004,20.0
5086,2023,2,79,53.0,151,0,0.0,0,3,2,0.0,53,1,5,1,1.0,1,2,1.0,1,2,0,0,0,0,1,0.0,0,1,1,0.0,2001,23.0
5087,2023,2,44,6.0,17,0,0.0,0,1,0,0.0,6,1,5,0,1.0,0,0,0.0,1,2,1,0,0,0,1,0.0,0,1,1,0.0,2004,20.0
5088,2023,1,70,71.0,147,0,0.0,0,2,3,0.0,71,1,2,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,1998,26.0
5089,2023,1,44,78.0,154,1,0.0,1,3,2,0.0,45,1,5,0,0.0,0,0,4.0,0,0,0,0,1,3,1,0.0,0,1,1,0.0,2003,21.0
5090,2023,2,77,78.0,158,1,0.0,1,2,2,0.0,78,5,5,0,2.0,0,0,0.0,1,3,0,0,0,0,0,0.0,0,1,1,0.0,2003,21.0
5091,2023,2,23,72.0,148,0,0.0,0,3,1,0.0,24,5,5,0,1.0,0,0,1.0,0,0,1,0,1,3,1,0.0,1,1,1,0.0,2000,24.0
5092,2023,1,61,78.0,183,0,0.0,0,4,2,0.0,62,1,5,1,4.0,0,0,2.0,0,0,1,0,1,4,1,0.0,1,1,1,0.0,1999,25.0
5093,2023,1,45,5.0,161,1,0.0,1,2,1,0.0,46,1,5,1,1.0,0,0,0.0,1,3,1,0,1,3,0,0.0,1,1,1,0.0,2003,21.0
5094,2023,2,77,78.0,159,1,0.0,1,2,3,0.0,78,1,2,0,4.0,0,0,1.0,1,2,1,0,1,3,1,0.0,0,1,1,0.0,2002,22.0
5095,2023,1,27,78.0,188,0,0.0,0,2,1,0.0,78,1,5,0,1.0,0,0,2.0,1,3,0,0,0,0,1,0.0,0,1,1,0.0,2002,22.0
5096,2023,2,6,78.0,104,0,0.0,0,0,0,0.0,6,5,5,0,0.0,0,0,0.0,1,3,0,0,1,2,0,0.0,0,1,1,0.0,2002,22.0
5097,2023,2,51,52.0,108,0,0.0,0,2,1,0.0,52,5,5,0,0.0,0,0,2.0,1,2,0,0,0,0,0,0.0,0,1,0,0.0,2002,22.0
5098,2023,2,20,21.0,44,0,0.0,0,3,3,0.0,21,1,5,0,0.0,0,0,2.0,1,2,0,0,0,0,1,0.0,0,1,1,0.0,2002,22.0
5099,2023,2,53,79.0,192,1,0.0,1,2,1,0.0,54,5,5,0,0.0,1,2,4.0,1,1,0,0,0,0,0,0.0,0,1,1,0.0,2002,22.0
5100,2023,1,24,25.0,142,0,0.0,0,4,3,0.0,25,1,5,0,4.0,1,1,4.0,1,1,1,0,1,3,1,0.0,1,1,1,0.0,1999,25.0
5101,2023,2,10,10.0,22,0,0.0,0,2,1,0.0,10,1,5,1,1.0,0,0,1.0,0,0,0,0,0,0,0,0.0,0,1,1,0.0,2002,22.0
5102,2023,2,79,80.0,61,0,0.0,0,3,1,0.0,80,1,5,0,1.0,0,0,1.0,0,0,1,0,0,0,1,0.0,0,1,0,0.0,2000,24.0
5103,2023,1,52,53.0,113,0,0.0,0,2,3,0.0,53,1,5,0,0.0,0,0,1.0,1,3,0,0,0,0,0,0.0,0,1,0,0.0,2004,20.0
5104,2023,1,77,53.0,49,0,0.0,0,3,1,0.0,53,1,5,0,1.0,0,0,0.0,0,0,0,0,0,0,1,0.0,0,1,1,0.0,2002,22.0
5105,2023,2,5,5.0,66,0,0.0,0,3,3,0.0,19,1,5,1,0.0,0,0,0.0,1,2,1,0,0,0,1,0.0,0,1,1,0.0,2000,24.0
5106,2023,2,77,78.0,188,0,0.0,0,3,3,0.0,78,1,5,0,4.0,0,0,0.0,1,2,0,0,0,0,0,0.0,0,1,1,0.0,2002,22.0
5107,2023,2,25,5.0,161,1,0.0,0,4,2,0.0,5,5,5,0,4.0,0,0,4.0,1,2,0,0,0,0,1,0.0,0,1,1,0.0,2001,23.0
5108,2023,2,25,26.0,26,0,0.0,0,4,3,0.0,69,1,5,1,2.0,0,0,2.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,1999,25.0
5109,2023,2,22,78.0,104,0,0.0,0,2,1,0.0,78,1,5,1,2.0,0,0,1.0,1,3,0,0,1,3,0,0.0,0,1,1,0.0,2003,21.0
5110,2023,2,57,58.0,193,0,0.0,0,3,1,0.0,58,5,5,1,0.0,0,0,1.0,0,0,1,0,1,3,0,0.0,0,1,1,0.0,2003,21.0
5111,2023,2,5,5.0,60,0,0.0,0,4,3,0.0,5,1,5,0,0.0,1,1,0.0,1,2,1,0,0,0,1,0.0,1,1,1,0.0,1999,25.0
5112,2023,2,3,3.0,51,0,0.0,0,4,3,0.0,3,1,5,0,1.0,0,0,4.0,1,1,0,0,1,2,0,0.0,1,1,1,0.0,2000,24.0
5113,2023,2,11,78.0,41,0,0.0,0,4,2,0.0,5,5,5,0,0.0,1,1,0.0,0,0,1,0,1,4,1,0.0,1,1,1,0.0,2000,24.0
5114,2023,1,14,43.0,133,0,0.0,0,2,1,0.0,43,1,5,0,4.0,0,0,4.0,0,0,0,0,0,0,0,0.0,1,1,1,0.0,2004,20.0
5115,2023,2,22,23.0,46,0,0.0,0,2,3,0.0,23,1,5,0,0.0,0,0,4.0,1,1,0,0,0,0,0,0.0,0,1,1,0.0,2003,21.0
5116,2023,1,77,66.0,175,1,0.0,1,3,3,0.0,66,1,5,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,2002,22.0
5117,2023,1,60,44.0,89,0,0.0,0,1,0,0.0,61,1,5,0,2.0,0,0,1.0,1,3,0,0,1,3,0,0.0,0,1,1,0.0,2004,20.0
5118,2023,1,33,34.0,133,0,0.0,0,3,1,0.0,65,1,2,0,2.0,0,0,0.0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,2002,22.0
5119,2023,1,13,78.0,186,1,0.0,1,1,3,0.0,13,1,5,0,1.0,0,0,4.0,1,1,0,0,1,3,1,0.0,1,1,1,0.0,2002,22.0
5120,2023,2,80,18.0,39,0,0.0,0,2,3,0.0,81,1,5,1,1.0,0,0,1.0,1,3,1,0,0,0,1,0.0,0,1,1,0.0,2002,22.0
5121,2023,2,1,1.0,54,0,0.0,0,2,3,0.0,1,1,5,1,0.0,0,0,0.0,0,0,0,0,1,2,1,0.0,0,1,1,0.0,2003,21.0
5122,2023,1,10,10.0,122,0,0.0,0,3,3,0.0,10,1,2,1,0.0,0,0,1.0,0,0,1,0,1,4,1,0.0,0,1,1,0.0,2000,24.0
5123,2023,1,70,71.0,26,0,0.0,0,2,3,0.0,71,1,5,0,0.0,0,0,1.0,0,0,1,0,1,3,1,0.0,1,1,1,0.0,2001,23.0
5124,2023,2,77,78.0,92,1,0.0,1,3,3,0.0,78,1,5,0,5.0,1,1,5.0,1,2,1,0,1,2,1,0.0,1,1,1,0.0,1999,25.0
5125,2023,2,78,79.0,192,1,0.0,1,4,3,0.0,79,1,5,0,4.0,0,0,0.0,0,0,0,0,0,0,1,0.0,0,1,1,0.0,2002,22.0
5126,2023,2,78,5.0,66,0,0.0,0,3,2,0.0,79,5,5,0,4.0,1,1,4.0,1,2,1,0,0,0,0,0.0,0,1,1,0.0,2003,21.0
5127,2023,1,2,2.0,183,0,0.0,0,2,2,0.0,2,1,5,1,0.0,0,0,0.0,1,2,1,0,0,0,0,0.0,1,1,1,0.0,2001,23.0
5128,2023,2,73,78.0,167,1,0.0,1,2,3,0.0,74,1,5,1,2.0,0,0,4.0,1,1,1,0,0,0,1,0.0,0,1,1,0.0,2002,22.0
5129,2023,1,33,34.0,79,0,0.0,0,1,1,0.0,34,1,5,0,4.0,0,0,4.0,0,0,0,0,0,0,1,0.0,0,1,1,0.0,2004,20.0
5130,2023,2,77,78.0,101,0,0.0,0,2,3,0.0,78,1,5,1,1.0,0,0,1.0,1,2,0,0,0,0,1,0.0,0,1,1,0.0,2002,22.0
5131,2023,2,66,78.0,43,0,0.0,0,3,3,0.0,78,1,5,0,1.0,1,3,0.0,1,2,1,0,1,2,1,0.0,0,1,1,0.0,2000,24.0
5132,2023,1,77,78.0,44,0,0.0,0,4,2,0.0,78,1,2,0,0.0,0,0,0.0,1,2,0,0,1,3,0,0.0,1,1,1,0.0,1999,25.0
5133,2023,1,78,78.0,41,0,0.0,0,3,3,0.0,37,1,5,1,4.0,0,0,4.0,0,0,0,0,1,3,0,0.0,1,1,1,0.0,2000,24.0
5134,2023,1,76,21.0,43,0,0.0,0,3,2,0.0,5,1,5,0,1.0,0,0,2.0,1,1,0,0,0,0,0,0.0,0,1,0,0.0,2001,23.0
5135,2023,1,77,78.0,99,1,0.0,1,2,3,0.0,78,1,5,0,4.0,1,2,4.0,1,2,1,0,1,3,0,0.0,0,1,1,0.0,2003,21.0
5136,2023,2,33,68.0,83,0,0.0,0,3,3,0.0,68,1,5,0,1.0,1,2,2.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,2000,24.0
5137,2023,1,20,45.0,111,0,0.0,0,2,3,0.0,21,1,5,0,0.0,1,2,0.0,1,2,0,0,0,0,0,0.0,0,1,0,0.0,2002,22.0
5138,2023,2,35,36.0,47,0,0.0,0,2,3,0.0,36,1,5,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,2003,21.0
5139,2023,2,20,21.0,29,0,0.0,0,2,3,0.0,21,1,5,1,1.0,0,0,1.0,0,0,1,0,0,0,1,0.0,0,1,1,0.0,2003,21.0
5140,2023,2,41,5.0,51,0,0.0,0,4,3,0.0,42,1,5,0,0.0,0,0,0.0,1,2,0,0,1,3,0,0.0,0,1,1,0.0,1999,25.0
5141,2023,2,66,67.0,29,0,0.0,0,2,2,0.0,67,1,5,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0.0,0,1,1,0.0,2004,20.0
5142,2023,2,77,78.0,116,0,0.0,0,2,2,0.0,78,5,5,0,1.0,0,0,1.0,0,0,1,0,0,0,0,0.0,0,1,1,0.0,2003,21.0
5143,2023,2,39,62.0,150,0,0.0,0,4,2,0.0,62,1,2,0,0.0,1,3,4.0,1,1,0,0,0,0,1,0.0,0,1,1,0.0,2002,22.0
5144,2023,2,77,78.0,182,1,0.0,1,3,2,0.0,78,5,5,0,4.0,1,1,4.0,1,1,0,0,1,3,1,0.0,1,1,1,0.0,2001,23.0
5145,2023,2,78,79.0,102,0,0.0,0,3,2,0.0,79,1,5,1,1.0,0,0,4.0,1,2,1,0,0,0,0,0.0,0,1,1,0.0,2001,23.0
5146,2023,2,77,44.0,89,0,0.0,0,4,3,0.0,78,1,2,0,0.0,1,2,2.0,1,2,0,0,0,0,0,0.0,0,1,1,0.0,2000,24.0
5147,2023,2,20,78.0,156,1,0.0,0,3,3,0.0,14,1,5,0,4.0,0,0,4.0,1,2,1,0,1,3,1,0.0,1,1,1,0.0,2003,21.0
5148,2023,1,78,79.0,146,0,0.0,0,2,1,0.0,79,1,5,1,1.0,0,0,1.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,1999,25.0
5149,2023,2,61,5.0,66,0,0.0,0,3,1,0.0,62,1,5,0,2.0,0,0,0.0,0,0,0,0,1,2,1,0.0,0,1,1,0.0,2001,23.0
5150,2023,1,74,61.0,125,0,0.0,0,3,1,0.0,75,1,5,0,2.0,0,0,1.0,1,2,1,0,1,2,1,0.0,0,1,1,0.0,2002,22.0
5151,2023,2,77,78.0,177,1,0.0,1,3,3,0.0,78,1,5,0,0.0,0,0,4.0,0,0,1,0,0,0,1,0.0,1,1,1,0.0,2003,21.0
5152,2023,2,77,78.0,102,0,0.0,0,1,0,0.0,78,1,2,0,0.0,0,0,2.0,1,3,0,0,0,0,0,0.0,0,1,1,0.0,2002,22.0
5153,2023,2,5,5.0,117,0,0.0,0,3,2,0.0,5,5,5,1,1.0,0,0,2.0,1,2,1,0,0,0,1,0.0,0,1,1,0.0,1999,25.0
5154,2023,1,29,30.0,71,0,0.0,0,2,2,0.0,30,1,5,0,1.0,0,0,2.0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,2004,20.0
5155,2023,2,29,30.0,108,0,0.0,0,2,1,0.0,30,1,5,0,2.0,0,0,2.0,1,3,0,0,0,0,0,0.0,0,1,0,0.0,2003,21.0
5156,2023,2,61,79.0,50,0,0.0,0,1,0,0.0,78,1,5,1,1.0,1,3,1.0,0,0,1,0,1,4,1,0.0,0,1,1,0.0,2003,21.0
5157,2023,1,77,78.0,34,1,0.0,1,3,1,0.0,78,1,2,0,0.0,1,2,0.0,1,2,1,0,0,4,1,0.0,1,1,1,0.0,2002,22.0
5158,2023,1,77,78.0,173,1,0.0,0,4,2,0.0,78,5,5,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0.0,0,1,1,0.0,1999,25.0
5159,2023,2,50,51.0,109,0,0.0,0,2,3,0.0,51,1,5,1,0.0,0,0,2.0,0,0,1,0,1,3,0,0.0,0,1,1,0.0,2002,22.0
5160,2023,1,50,74.0,82,0,0.0,0,2,3,0.0,51,1,5,0,1.0,0,0,2.0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,2003,21.0
5161,2023,2,22,23.0,46,0,0.0,0,3,1,0.0,23,1,5,1,0.0,0,0,2.0,0,0,0,0,0,0,0,0.0,0,1,1,0.0,2000,24.0
5162,2023,2,77,78.0,30,0,0.0,0,4,3,0.0,78,1,5,0,1.0,0,0,0.0,1,2,0,0,0,0,1,0.0,0,1,1,0.0,2001,23.0
5163,2023,2,77,78.0,142,0,0.0,0,1,1,0.0,78,1,2,0,2.0,0,0,0.0,1,2,0,0,0,0,0,0.0,0,1,0,0.0,2002,22.0
